hive_id,measurement_date,end_of_day_weight_kg,removed_kg,weight_before_kg,weight_after_7d_kg,month
108,2021-07-26,28.657297262825,10.751629820508303,39.4089270833333,26.1725673611111,7
109,2020-05-23,53.0480697980685,18.713476217974303,71.7615460160428,49.5701255572065,5
109,2020-07-03,56.0870286585366,3.6457220598541937,59.7327507183908,52.7686034722222,7
109,2020-07-21,47.5586505263158,6.475799126462,54.0344496527778,30.6545027855153,7
109,2020-07-22,44.0446325459318,3.514017980384004,47.5586505263158,32.5158354316547,7
109,2020-07-23,39.5436020992366,4.5010304466951965,44.0446325459318,31.5239752475248,7
109,2020-07-24,35.0638715824358,4.4797305168007995,39.5436020992366,31.2689902777778,7
109,2021-07-30,45.4317666666667,7.133337500000003,52.5651041666667,30.8850094273743,7
109,2021-07-31,31.6878075457317,13.743959120934996,45.4317666666667,32.5029972067039,7
109,2022-08-02,40.4989438559322,3.2216019774011,43.7205458333333,28.4655076495132,8
109,2022-08-03,29.3285809027778,11.170362953154395,40.4989438559322,28.3077583798883,8
112,2020-04-01,25.1128958333333,7.787719097222297,32.9006149305556,23.5653975694444,4
112,2020-04-05,24.8632503472222,5.705810069444503,30.5690604166667,25.9601121527778,4
112,2020-05-08,65.6280916666667,8.566850226165599,74.1949418928323,24.0117315972222,5
112,2020-05-13,71.6006645833333,26.591115277777803,98.1917798611111,26.4927388888889,5
112,2020-05-14,33.2241642361111,38.3765003472222,71.6006645833333,27.4870222222222,5
112,2020-07-03,25.7317607638889,16.0284489583333,41.7602097222222,27.977311406578,7
112,2020-07-25,18.6237861111111,7.423710416666697,26.0474965277778,17.9940736111111,7
112,2020-10-12,23.4716264280274,19.3527898003723,42.8244162283997,21.365890625,10
112,2020-11-01,38.9733361111111,14.6997211805556,53.6730572916667,20.5437534722222,11
112,2020-11-04,20.6827208333333,12.9847878472223,33.6675086805556,20.4755446096654,11
112,2020-11-21,20.5011880372493,13.7856972486642,34.2868852859135,20.1734763888889,11
112,2020-11-25,20.6622204861111,3.3506046182004,24.0128251043115,20.3108825301205,11
112,2022-07-06,24.7068625,15.2562069444444,39.9630694444444,18.0759083333333,7
112,2022-12-04,36.8179649305556,20.407955208333306,57.2259201388889,24.3157871527778,12
112,2022-12-06,27.0865923611111,14.5727527777778,41.6593451388889,23.157965625,12
112,2022-12-08,23.7201934027778,3.3816993055555002,27.1018927083333,23.1761326388889,12
115,2021-05-01,66.5527404892966,7.992052868342299,74.5447933576389,49.1373972222222,5
115,2021-05-02,48.9868395833333,17.565900905963296,66.5527404892966,49.5190336805556,5
115,2021-07-31,54.2287996527778,6.013585688296196,60.242385341074,54.6848722222222,7
115,2022-07-08,59.1846074722222,6.628674173611103,65.8132816458333,53.8924368055556,7
115,2022-07-29,55.9152861111111,6.7457923611111,62.6610784722222,47.3455083333333,7
115,2022-07-30,48.3883534722222,7.526932638888901,55.9152861111111,49.7806381944444,7
118,2020-06-02,38.2239530791789,4.810826200100401,43.0347792792793,37.5486395833333,6
118,2020-12-30,48.9504834280303,3.466601434354999,52.4170848623853,41.0365100834492,12
118,2020-12-31,41.1917228789986,7.758760549031706,48.9504834280303,41.2443348519362,12
119,2020-09-28,20.5187270833333,10.4569131944445,30.9756402777778,20.3932041666667,9
119,2020-12-02,33.9973184165232,6.082968041810098,40.0802864583333,33.5102288194444,12
123,2020-07-29,42.7487737430168,10.959007681564202,53.707781424581,24.4393340277778,7
123,2020-07-30,30.900628125,11.848145618016797,42.7487737430168,24.2349506944444,7
123,2020-08-04,24.6425518802228,3.1988456892215993,27.8413975694444,23.8255864583333,8
123,2021-09-01,40.1583335849057,7.067296360788603,47.2256299456943,29.6087257365685,9
123,2021-09-02,30.3127479137691,9.845585671136597,40.1583335849057,29.5239706973294,9
123,2022-07-17,37.9155010416667,4.807910416666601,42.7234114583333,32.7498190972222,7
123,2022-07-18,33.1029489583333,4.812552083333401,37.9155010416667,32.6253753472222,7
128,2020-05-15,43.6879034170153,4.176070120589202,47.8639735376045,35.7041187980433,5
128,2020-06-28,25.930309375,7.902212847222202,33.8325222222222,19.1592640324963,6
128,2020-06-29,19.4681451388889,6.4621642361111,25.930309375,19.0685275888133,6
128,2020-09-23,26.0291461805556,3.8868805555555,29.9160267361111,19.4074792982456,9
128,2020-09-24,20.5428902777778,5.486255902777799,26.0291461805556,19.3382736111111,9
129,2021-07-23,66.0404021175166,16.552232576927793,82.5926346944444,39.412246875,7
129,2021-07-24,41.0620270833333,24.97837503418331,66.0404021175166,39.1384097222222,7
129,2021-08-09,26.4838702090592,15.3075790964964,41.7914493055556,6.17844479166667,8
129,2021-08-10,9.99527048611111,16.48859972294809,26.4838702090592,6.13702986111111,8
135,2021-06-11,43.4163095347222,20.4961869027778,63.9124964375,44.3681597222222,6
135,2021-07-10,43.0276146496815,8.6218130737822,51.6494277234637,37.5242833723653,7
135,2021-07-11,38.982093064402,4.045521585279502,43.0276146496815,37.4284250363901,7
135,2022-07-16,35.0854166666667,11.004059722222195,46.0894763888889,32.0678746527778,7
136,2021-07-25,46.0407207792208,5.700259220779202,51.74098,25.6651291560102,7
136,2021-07-26,25.8130729166667,20.227647862554097,46.0407207792208,25.4525368663594,7
136,2022-07-16,49.4024720940171,15.150249495807998,64.5527215898251,30.1615333333333,7
136,2022-07-24,25.9713655685441,4.190167764789198,30.1615333333333,21.0976860465116,7
139,2022-05-25,43.7141830422125,12.757857262798403,56.4720403050109,33.7842825783972,5
139,2022-05-26,28.365465034965,15.348718007247498,43.7141830422125,33.4461496527778,5
139,2022-08-06,22.840946875,25.7194767459335,48.5604236209335,1.80664777468707,8
141,2021-07-24,18.0126375358166,8.734658991961197,26.7472965277778,9.95570104166667,7
141,2021-07-25,11.899225,6.113412535816602,18.0126375358166,9.72676180555556,7
141,2022-05-29,35.2893463687151,19.3808863598264,54.6702327285415,26.77803125,5
141,2022-08-06,30.6062586805556,25.6703374983918,56.2765961789474,25.9881781362007,8
141,2022-08-14,21.0241685198054,4.964009616395298,25.9881781362007,19.9267697690693,8
141,2022-09-22,11.5455105485232,8.5757495729343,20.1212601214575,10.200351285615,9
151,2022-12-21,38.3503509749304,3.1448418673211975,41.4951928422516,35.5216564673157,12
152,2022-05-21,29.1867600356824,4.739767108298697,33.9265271439811,21.2962581673307,5
152,2022-05-22,22.3118404701931,6.8749195654893,29.1867600356824,21.0773765974441,5
